,label,filename,filepath
64,Byzantine Art,Byzantine Art_aug_0_118.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_118.jpeg
65,Byzantine Art,Byzantine Art_aug_0_1224.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_1224.jpeg
66,Byzantine Art,Byzantine Art_aug_0_1228.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_1228.jpeg
67,Byzantine Art,Byzantine Art_aug_0_126.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_126.jpeg
68,Byzantine Art,Byzantine Art_aug_0_1293.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_1293.jpeg
69,Byzantine Art,Byzantine Art_aug_0_1551.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_1551.jpeg
70,Byzantine Art,Byzantine Art_aug_0_1878.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_1878.jpeg
71,Byzantine Art,Byzantine Art_aug_0_2000.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2000.jpeg
72,Byzantine Art,Byzantine Art_aug_0_2374.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2374.jpeg
73,Byzantine Art,Byzantine Art_aug_0_2428.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2428.jpeg
74,Byzantine Art,Byzantine Art_aug_0_2749.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2749.jpeg
75,Byzantine Art,Byzantine Art_aug_0_2830.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2830.jpeg
76,Byzantine Art,Byzantine Art_aug_0_2946.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2946.jpeg
77,Byzantine Art,Byzantine Art_aug_0_3143.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3143.jpeg
78,Byzantine Art,Byzantine Art_aug_0_3153.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3153.jpeg
79,Byzantine Art,Byzantine Art_aug_0_3484.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3484.jpeg
80,Byzantine Art,Byzantine Art_aug_0_4134.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4134.jpeg
81,Byzantine Art,Byzantine Art_aug_0_4400.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4400.jpeg
82,Byzantine Art,Byzantine Art_aug_0_4633.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4633.jpeg
83,Byzantine Art,Byzantine Art_aug_0_4933.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4933.jpeg
84,Byzantine Art,Byzantine Art_aug_0_5267.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_5267.jpeg
85,Byzantine Art,Byzantine Art_aug_0_5287.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_5287.jpeg
86,Byzantine Art,Byzantine Art_aug_0_5331.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_5331.jpeg
87,Byzantine Art,Byzantine Art_aug_0_5345.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_5345.jpeg
88,Byzantine Art,Byzantine Art_aug_0_6128.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_6128.jpeg
89,Byzantine Art,Byzantine Art_aug_0_6609.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_6609.jpeg
90,Byzantine Art,Byzantine Art_aug_0_8003.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_8003.jpeg
91,Byzantine Art,Byzantine Art_aug_0_8068.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_8068.jpeg
92,Byzantine Art,Byzantine Art_aug_0_822.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_822.jpeg
93,Byzantine Art,Byzantine Art_aug_0_8776.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_8776.jpeg
94,Byzantine Art,Byzantine Art_aug_0_9490.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9490.jpeg
95,Byzantine Art,Byzantine Art_aug_0_9757.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9757.jpeg
96,Cubism,Cubism_aug_0_1003.jpeg,../train_images\Cubism\Cubism_aug_0_1003.jpeg
97,Cubism,Cubism_aug_0_1153.jpeg,../train_images\Cubism\Cubism_aug_0_1153.jpeg
98,Cubism,Cubism_aug_0_1167.jpeg,../train_images\Cubism\Cubism_aug_0_1167.jpeg
99,Cubism,Cubism_aug_0_1185.jpeg,../train_images\Cubism\Cubism_aug_0_1185.jpeg
100,Cubism,Cubism_aug_0_1223.jpeg,../train_images\Cubism\Cubism_aug_0_1223.jpeg
101,Cubism,Cubism_aug_0_1232.jpeg,../train_images\Cubism\Cubism_aug_0_1232.jpeg
102,Cubism,Cubism_aug_0_1239.jpeg,../train_images\Cubism\Cubism_aug_0_1239.jpeg
103,Cubism,Cubism_aug_0_1264.jpeg,../train_images\Cubism\Cubism_aug_0_1264.jpeg
104,Cubism,Cubism_aug_0_134.jpeg,../train_images\Cubism\Cubism_aug_0_134.jpeg
105,Cubism,Cubism_aug_0_167.jpeg,../train_images\Cubism\Cubism_aug_0_167.jpeg
106,Cubism,Cubism_aug_0_169.jpeg,../train_images\Cubism\Cubism_aug_0_169.jpeg
107,Cubism,Cubism_aug_0_1709.jpeg,../train_images\Cubism\Cubism_aug_0_1709.jpeg
108,Cubism,Cubism_aug_0_1803.jpeg,../train_images\Cubism\Cubism_aug_0_1803.jpeg
109,Cubism,Cubism_aug_0_1881.jpeg,../train_images\Cubism\Cubism_aug_0_1881.jpeg
110,Cubism,Cubism_aug_0_1886.jpeg,../train_images\Cubism\Cubism_aug_0_1886.jpeg
111,Cubism,Cubism_aug_0_1898.jpeg,../train_images\Cubism\Cubism_aug_0_1898.jpeg
112,Cubism,Cubism_aug_0_1904.jpeg,../train_images\Cubism\Cubism_aug_0_1904.jpeg
113,Cubism,Cubism_aug_0_2063.jpeg,../train_images\Cubism\Cubism_aug_0_2063.jpeg
114,Cubism,Cubism_aug_0_209.jpeg,../train_images\Cubism\Cubism_aug_0_209.jpeg
115,Cubism,Cubism_aug_0_2141.jpeg,../train_images\Cubism\Cubism_aug_0_2141.jpeg
116,Cubism,Cubism_aug_0_2152.jpeg,../train_images\Cubism\Cubism_aug_0_2152.jpeg
117,Cubism,Cubism_aug_0_2183.jpeg,../train_images\Cubism\Cubism_aug_0_2183.jpeg
118,Cubism,Cubism_aug_0_2284.jpeg,../train_images\Cubism\Cubism_aug_0_2284.jpeg
119,Cubism,Cubism_aug_0_234.jpeg,../train_images\Cubism\Cubism_aug_0_234.jpeg
120,Cubism,Cubism_aug_0_2379.jpeg,../train_images\Cubism\Cubism_aug_0_2379.jpeg
121,Cubism,Cubism_aug_0_2442.jpeg,../train_images\Cubism\Cubism_aug_0_2442.jpeg
122,Cubism,Cubism_aug_0_2565.jpeg,../train_images\Cubism\Cubism_aug_0_2565.jpeg
123,Cubism,Cubism_aug_0_2594.jpeg,../train_images\Cubism\Cubism_aug_0_2594.jpeg
124,Cubism,Cubism_aug_0_2617.jpeg,../train_images\Cubism\Cubism_aug_0_2617.jpeg
125,Cubism,Cubism_aug_0_2618.jpeg,../train_images\Cubism\Cubism_aug_0_2618.jpeg
126,Cubism,Cubism_aug_0_2620.jpeg,../train_images\Cubism\Cubism_aug_0_2620.jpeg
127,Cubism,Cubism_aug_0_267.jpeg,../train_images\Cubism\Cubism_aug_0_267.jpeg
128,Cubism,Cubism_aug_0_276.jpeg,../train_images\Cubism\Cubism_aug_0_276.jpeg
129,Cubism,Cubism_aug_0_2836.jpeg,../train_images\Cubism\Cubism_aug_0_2836.jpeg
130,Cubism,Cubism_aug_0_3.jpeg,../train_images\Cubism\Cubism_aug_0_3.jpeg
131,Cubism,Cubism_aug_0_3034.jpeg,../train_images\Cubism\Cubism_aug_0_3034.jpeg
132,Cubism,Cubism_aug_0_311.jpeg,../train_images\Cubism\Cubism_aug_0_311.jpeg
133,Cubism,Cubism_aug_0_3180.jpeg,../train_images\Cubism\Cubism_aug_0_3180.jpeg
134,Cubism,Cubism_aug_0_319.jpeg,../train_images\Cubism\Cubism_aug_0_319.jpeg
135,Cubism,Cubism_aug_0_3331.jpeg,../train_images\Cubism\Cubism_aug_0_3331.jpeg
136,Cubism,Cubism_aug_0_3393.jpeg,../train_images\Cubism\Cubism_aug_0_3393.jpeg
137,Cubism,Cubism_aug_0_3546.jpeg,../train_images\Cubism\Cubism_aug_0_3546.jpeg
138,Cubism,Cubism_aug_0_3613.jpeg,../train_images\Cubism\Cubism_aug_0_3613.jpeg
139,Cubism,Cubism_aug_0_3632.jpeg,../train_images\Cubism\Cubism_aug_0_3632.jpeg
140,Cubism,Cubism_aug_0_3649.jpeg,../train_images\Cubism\Cubism_aug_0_3649.jpeg
141,Cubism,Cubism_aug_0_3663.jpeg,../train_images\Cubism\Cubism_aug_0_3663.jpeg
142,Cubism,Cubism_aug_0_3772.jpeg,../train_images\Cubism\Cubism_aug_0_3772.jpeg
143,Cubism,Cubism_aug_0_3822.jpeg,../train_images\Cubism\Cubism_aug_0_3822.jpeg
144,Cubism,Cubism_aug_0_3923.jpeg,../train_images\Cubism\Cubism_aug_0_3923.jpeg
145,Cubism,Cubism_aug_0_3934.jpeg,../train_images\Cubism\Cubism_aug_0_3934.jpeg
146,Cubism,Cubism_aug_0_4039.jpeg,../train_images\Cubism\Cubism_aug_0_4039.jpeg
147,Cubism,Cubism_aug_0_4044.jpeg,../train_images\Cubism\Cubism_aug_0_4044.jpeg
148,Cubism,Cubism_aug_0_4135.jpeg,../train_images\Cubism\Cubism_aug_0_4135.jpeg
149,Cubism,Cubism_aug_0_4153.jpeg,../train_images\Cubism\Cubism_aug_0_4153.jpeg
150,Cubism,Cubism_aug_0_4155.jpeg,../train_images\Cubism\Cubism_aug_0_4155.jpeg
151,Cubism,Cubism_aug_0_4216.jpeg,../train_images\Cubism\Cubism_aug_0_4216.jpeg
152,Cubism,Cubism_aug_0_428.jpeg,../train_images\Cubism\Cubism_aug_0_428.jpeg
153,Cubism,Cubism_aug_0_4295.jpeg,../train_images\Cubism\Cubism_aug_0_4295.jpeg
154,Cubism,Cubism_aug_0_43.jpeg,../train_images\Cubism\Cubism_aug_0_43.jpeg
155,Cubism,Cubism_aug_0_4317.jpeg,../train_images\Cubism\Cubism_aug_0_4317.jpeg
156,Cubism,Cubism_aug_0_4345.jpeg,../train_images\Cubism\Cubism_aug_0_4345.jpeg
157,Cubism,Cubism_aug_0_4348.jpeg,../train_images\Cubism\Cubism_aug_0_4348.jpeg
158,Cubism,Cubism_aug_0_4378.jpeg,../train_images\Cubism\Cubism_aug_0_4378.jpeg
159,Cubism,Cubism_aug_0_4408.jpeg,../train_images\Cubism\Cubism_aug_0_4408.jpeg
160,Cubism,Cubism_aug_0_4528.jpeg,../train_images\Cubism\Cubism_aug_0_4528.jpeg
161,Cubism,Cubism_aug_0_4530.jpeg,../train_images\Cubism\Cubism_aug_0_4530.jpeg
162,Cubism,Cubism_aug_0_4552.jpeg,../train_images\Cubism\Cubism_aug_0_4552.jpeg
163,Cubism,Cubism_aug_0_4625.jpeg,../train_images\Cubism\Cubism_aug_0_4625.jpeg
164,Cubism,Cubism_aug_0_4634.jpeg,../train_images\Cubism\Cubism_aug_0_4634.jpeg
165,Cubism,Cubism_aug_0_4711.jpeg,../train_images\Cubism\Cubism_aug_0_4711.jpeg
166,Cubism,Cubism_aug_0_4737.jpeg,../train_images\Cubism\Cubism_aug_0_4737.jpeg
167,Cubism,Cubism_aug_0_4751.jpeg,../train_images\Cubism\Cubism_aug_0_4751.jpeg
168,Cubism,Cubism_aug_0_4873.jpeg,../train_images\Cubism\Cubism_aug_0_4873.jpeg
169,Cubism,Cubism_aug_0_4876.jpeg,../train_images\Cubism\Cubism_aug_0_4876.jpeg
170,Cubism,Cubism_aug_0_5019.jpeg,../train_images\Cubism\Cubism_aug_0_5019.jpeg
171,Cubism,Cubism_aug_0_5027.jpeg,../train_images\Cubism\Cubism_aug_0_5027.jpeg
172,Cubism,Cubism_aug_0_51.jpeg,../train_images\Cubism\Cubism_aug_0_51.jpeg
173,Cubism,Cubism_aug_0_5157.jpeg,../train_images\Cubism\Cubism_aug_0_5157.jpeg
174,Cubism,Cubism_aug_0_5296.jpeg,../train_images\Cubism\Cubism_aug_0_5296.jpeg
175,Cubism,Cubism_aug_0_5421.jpeg,../train_images\Cubism\Cubism_aug_0_5421.jpeg
176,Cubism,Cubism_aug_0_545.jpeg,../train_images\Cubism\Cubism_aug_0_545.jpeg
177,Cubism,Cubism_aug_0_5451.jpeg,../train_images\Cubism\Cubism_aug_0_5451.jpeg
178,Cubism,Cubism_aug_0_5697.jpeg,../train_images\Cubism\Cubism_aug_0_5697.jpeg
179,Cubism,Cubism_aug_0_5701.jpeg,../train_images\Cubism\Cubism_aug_0_5701.jpeg
180,Cubism,Cubism_aug_0_5721.jpeg,../train_images\Cubism\Cubism_aug_0_5721.jpeg
181,Cubism,Cubism_aug_0_5773.jpeg,../train_images\Cubism\Cubism_aug_0_5773.jpeg
182,Cubism,Cubism_aug_0_5822.jpeg,../train_images\Cubism\Cubism_aug_0_5822.jpeg
183,Cubism,Cubism_aug_0_5935.jpeg,../train_images\Cubism\Cubism_aug_0_5935.jpeg
184,Cubism,Cubism_aug_0_6029.jpeg,../train_images\Cubism\Cubism_aug_0_6029.jpeg
185,Cubism,Cubism_aug_0_6120.jpeg,../train_images\Cubism\Cubism_aug_0_6120.jpeg
186,Cubism,Cubism_aug_0_6212.jpeg,../train_images\Cubism\Cubism_aug_0_6212.jpeg
187,Cubism,Cubism_aug_0_6416.jpeg,../train_images\Cubism\Cubism_aug_0_6416.jpeg
188,Cubism,Cubism_aug_0_6445.jpeg,../train_images\Cubism\Cubism_aug_0_6445.jpeg
189,Cubism,Cubism_aug_0_6556.jpeg,../train_images\Cubism\Cubism_aug_0_6556.jpeg
190,Cubism,Cubism_aug_0_6603.jpeg,../train_images\Cubism\Cubism_aug_0_6603.jpeg
191,Cubism,Cubism_aug_0_6787.jpeg,../train_images\Cubism\Cubism_aug_0_6787.jpeg
192,Cubism,Cubism_aug_0_6817.jpeg,../train_images\Cubism\Cubism_aug_0_6817.jpeg
193,Cubism,Cubism_aug_0_689.jpeg,../train_images\Cubism\Cubism_aug_0_689.jpeg
194,Cubism,Cubism_aug_0_7058.jpeg,../train_images\Cubism\Cubism_aug_0_7058.jpeg
195,Cubism,Cubism_aug_0_7116.jpeg,../train_images\Cubism\Cubism_aug_0_7116.jpeg
196,Cubism,Cubism_aug_0_721.jpeg,../train_images\Cubism\Cubism_aug_0_721.jpeg
197,Cubism,Cubism_aug_0_729.jpeg,../train_images\Cubism\Cubism_aug_0_729.jpeg
198,Cubism,Cubism_aug_0_7384.jpeg,../train_images\Cubism\Cubism_aug_0_7384.jpeg
199,Cubism,Cubism_aug_0_7409.jpeg,../train_images\Cubism\Cubism_aug_0_7409.jpeg
200,Cubism,Cubism_aug_0_7442.jpeg,../train_images\Cubism\Cubism_aug_0_7442.jpeg
201,Cubism,Cubism_aug_0_7447.jpeg,../train_images\Cubism\Cubism_aug_0_7447.jpeg
202,Cubism,Cubism_aug_0_7453.jpeg,../train_images\Cubism\Cubism_aug_0_7453.jpeg
203,Cubism,Cubism_aug_0_7638.jpeg,../train_images\Cubism\Cubism_aug_0_7638.jpeg
204,Cubism,Cubism_aug_0_774.jpeg,../train_images\Cubism\Cubism_aug_0_774.jpeg
205,Cubism,Cubism_aug_0_7764.jpeg,../train_images\Cubism\Cubism_aug_0_7764.jpeg
206,Cubism,Cubism_aug_0_7861.jpeg,../train_images\Cubism\Cubism_aug_0_7861.jpeg
207,Cubism,Cubism_aug_0_7924.jpeg,../train_images\Cubism\Cubism_aug_0_7924.jpeg
208,Cubism,Cubism_aug_0_8037.jpeg,../train_images\Cubism\Cubism_aug_0_8037.jpeg
209,Cubism,Cubism_aug_0_8091.jpeg,../train_images\Cubism\Cubism_aug_0_8091.jpeg
210,Cubism,Cubism_aug_0_8101.jpeg,../train_images\Cubism\Cubism_aug_0_8101.jpeg
211,Cubism,Cubism_aug_0_8125.jpeg,../train_images\Cubism\Cubism_aug_0_8125.jpeg
212,Cubism,Cubism_aug_0_8170.jpeg,../train_images\Cubism\Cubism_aug_0_8170.jpeg
213,Cubism,Cubism_aug_0_8190.jpeg,../train_images\Cubism\Cubism_aug_0_8190.jpeg
214,Cubism,Cubism_aug_0_8378.jpeg,../train_images\Cubism\Cubism_aug_0_8378.jpeg
215,Cubism,Cubism_aug_0_8387.jpeg,../train_images\Cubism\Cubism_aug_0_8387.jpeg
216,Cubism,Cubism_aug_0_8411.jpeg,../train_images\Cubism\Cubism_aug_0_8411.jpeg
217,Cubism,Cubism_aug_0_8426.jpeg,../train_images\Cubism\Cubism_aug_0_8426.jpeg
218,Cubism,Cubism_aug_0_8451.jpeg,../train_images\Cubism\Cubism_aug_0_8451.jpeg
219,Cubism,Cubism_aug_0_8459.jpeg,../train_images\Cubism\Cubism_aug_0_8459.jpeg
220,Cubism,Cubism_aug_0_8460.jpeg,../train_images\Cubism\Cubism_aug_0_8460.jpeg
221,Cubism,Cubism_aug_0_8495.jpeg,../train_images\Cubism\Cubism_aug_0_8495.jpeg
222,Cubism,Cubism_aug_0_8555.jpeg,../train_images\Cubism\Cubism_aug_0_8555.jpeg
223,Cubism,Cubism_aug_0_857.jpeg,../train_images\Cubism\Cubism_aug_0_857.jpeg
224,Cubism,Cubism_aug_0_8635.jpeg,../train_images\Cubism\Cubism_aug_0_8635.jpeg
225,Cubism,Cubism_aug_0_8659.jpeg,../train_images\Cubism\Cubism_aug_0_8659.jpeg
226,Cubism,Cubism_aug_0_8774.jpeg,../train_images\Cubism\Cubism_aug_0_8774.jpeg
227,Cubism,Cubism_aug_0_8908.jpeg,../train_images\Cubism\Cubism_aug_0_8908.jpeg
228,Cubism,Cubism_aug_0_902.jpeg,../train_images\Cubism\Cubism_aug_0_902.jpeg
229,Cubism,Cubism_aug_0_9058.jpeg,../train_images\Cubism\Cubism_aug_0_9058.jpeg
230,Cubism,Cubism_aug_0_9191.jpeg,../train_images\Cubism\Cubism_aug_0_9191.jpeg
231,Cubism,Cubism_aug_0_9319.jpeg,../train_images\Cubism\Cubism_aug_0_9319.jpeg
232,Cubism,Cubism_aug_0_9391.jpeg,../train_images\Cubism\Cubism_aug_0_9391.jpeg
233,Cubism,Cubism_aug_0_97.jpeg,../train_images\Cubism\Cubism_aug_0_97.jpeg
234,Cubism,Cubism_aug_0_9712.jpeg,../train_images\Cubism\Cubism_aug_0_9712.jpeg
235,Cubism,Cubism_aug_0_9772.jpeg,../train_images\Cubism\Cubism_aug_0_9772.jpeg
236,Cubism,Cubism_aug_0_9796.jpeg,../train_images\Cubism\Cubism_aug_0_9796.jpeg
237,Cubism,Cubism_aug_0_9843.jpeg,../train_images\Cubism\Cubism_aug_0_9843.jpeg
238,Cubism,Cubism_aug_0_9866.jpeg,../train_images\Cubism\Cubism_aug_0_9866.jpeg
239,Cubism,Cubism_aug_0_9902.jpeg,../train_images\Cubism\Cubism_aug_0_9902.jpeg
240,Cubism,Cubism_aug_0_9906.jpeg,../train_images\Cubism\Cubism_aug_0_9906.jpeg
241,Cubism,Cubism_aug_0_9912.jpeg,../train_images\Cubism\Cubism_aug_0_9912.jpeg
242,Cubism,Cubism_aug_0_9926.jpeg,../train_images\Cubism\Cubism_aug_0_9926.jpeg
243,Cubism,Pablo_Picasso_1.jpg,../train_images\Cubism\Pablo_Picasso_1.jpg
244,Cubism,Pablo_Picasso_10.jpg,../train_images\Cubism\Pablo_Picasso_10.jpg
245,Cubism,Pablo_Picasso_100.jpg,../train_images\Cubism\Pablo_Picasso_100.jpg
246,Cubism,Pablo_Picasso_101.jpg,../train_images\Cubism\Pablo_Picasso_101.jpg
247,Cubism,Pablo_Picasso_106.jpg,../train_images\Cubism\Pablo_Picasso_106.jpg
248,Cubism,Pablo_Picasso_108.jpg,../train_images\Cubism\Pablo_Picasso_108.jpg
249,Cubism,Pablo_Picasso_109.jpg,../train_images\Cubism\Pablo_Picasso_109.jpg
250,Cubism,Pablo_Picasso_11.jpg,../train_images\Cubism\Pablo_Picasso_11.jpg
251,Cubism,Pablo_Picasso_111.jpg,../train_images\Cubism\Pablo_Picasso_111.jpg
